プラント	保管場所	品目コード	品目テキスト	指図番号	指図タイプ	MRP管理者	指図数量	実績数量	累計数量	残数量	入力日時	計画終了日	WBS要素	受注伝票番号	受注明細番号
P100	1911	A00A1141700	MRS-20050AY5T	40162673	ZPS2	BP0	-4	4	4	-8	2025/07/10 09:04	20250707	M-0339612-10	 	 
P100	1911	A00A2077000	KTA2F2-24-2000CPCL	40162264	ZPS2	BP0	-3	3	3	-6	2025/07/10 09:04	20250711	M-0338802-10	 	 
P100	1910	P0A464800	GK-4648A ISOAMP 0-5V/0-5V	R338817	ZP13	B70	2	2	2	0	2025/07/10 09:08	20250711		0000000000	000000
P100	1910	P0A464800	GK-4648A ISOAMP 0-5V/0-5V	R339933A	ZP13	B70	2	2	2	0	2025/07/10 09:08	20250718		0000000000	000000
P100	1911	A00A2027300	FVL-200 24ｾﾙ 監視装置BCW	40157119	ZPS2	C50	-1	1	1	-2	2025/07/10 09:09	20250711	C-0326895-20	 	 
P100	1911	A00A2028500	FVL-200 24ｾﾙ 監視装置BCW	40157130	ZPS2	C50	-1	1	1	-2	2025/07/10 09:09	20250711	C-0326907-20	 	 
P100	1911	A00A2027100	FVL-200 24ｾﾙ 監視装置BCW	40157117	ZPS2	C50	-1	1	1	-2	2025/07/10 09:09	20250711	C-0326893-20	 	 
P100	1911	A00A2027400	FVL-200 24ｾﾙ 監視装置BCW	40157120	ZPS2	C50	-1	1	1	-2	2025/07/10 09:09	20250711	C-0326896-20	 	 
P100	1911	A00A2027800	FVL-200 24ｾﾙ 監視装置BCW	40157133	ZPS2	C50	-1	1	1	-2	2025/07/10 09:10	20250711	C-0326900-30	 	 
P100	1911	A00A2026200	FVL-50-12 48ｾﾙ 監視装置	40157108	ZPS2	C50	-1	1	1	-2	2025/07/10 09:10	20250711	C-0326883-20	 	 
P100	1911	A00A2027500	FVL-200 24ｾﾙ 監視装置BCW	40157121	ZPS2	C50	-1	1	1	-2	2025/07/10 09:10	20250710	C-0326897-20	 	 
P100	1911	A00A1670001	TE040063H (2) 40kHz 600W	10133011	ZP10	D20	10	10	10	0	2025/07/10 09:11	20250704		0000000000	000000
P100	1120	P0A560100	WK-5601B     CONTROL	50119856	ZP11	PC1	14	14	14	0	2025/07/10 09:16	20250702		0000000000	000000
P100	1210	EFA080200	ﾋｰﾄｼﾝｸ	10132971	ZP10	CE0	2	2	2	0	2025/07/10 09:30	20250701		0000000000	000000
P100	1120	P0A552729	WK-5527  U29 SR350 PANEL	50119431	ZP11	PC4	50	50	50	0	2025/07/10 09:31	20250716		0000000000	000000
P100	1210	EFA080200	ﾋｰﾄｼﾝｸ	10133017	ZP10	CE0	10	10	10	0	2025/07/10 09:31	20250702		0000000000	000000
P100	1210	E1A508500	FIN ME9*150	10133180	ZP10	CE0	4	4	4	0	2025/07/10 09:32	20250625		0000000000	000000
P100	1210	EBA156400	EBA156400  ｱﾙﾐﾌｲﾝ	10133019	ZP10	CE0	2	2	2	0	2025/07/10 09:33	20250708		0000000000	000000
P100	1210	E2B056800	SID FIN  L-300	10133020	ZP10	CE0	3	3	3	0	2025/07/10 09:35	20250708		0000000000	000000
P100	1210	E00A3656100	ID-3000PW-U1E 補助ﾊｰﾈｽ	10133207	ZP10	CD0	10	10	10	0	2025/07/10 10:49	20250820		0000000000	000000
P100	1210	J00A4102800	端子支持金具	10133260	ZP10	CC0	3	3	3	0	2025/07/10 14:07	20250516		0000000000	000000
P100	1210	J00A4102800	端子支持金具	10133387	ZP10	CC0	6	6	6	0	2025/07/10 14:09	20250804		0000000000	000000
P100	1120	P0A309706	WK-3097 U06  KP WARNING	50119672	ZP11	PC1	20	20	20	0	2025/07/10 14:34	20250625		0000000000	000000
P100	1120	PZZA0394101	WK-3941  U01 POWER SUPPLY	50119709	ZP11	PC1	8	8	8	0	2025/07/10 14:35	20250625		0000000000	000000
P100	1120	P0A309706	WK-3097 U06  KP WARNING	50118458	ZP11	PC1	10	10	10	0	2025/07/10 14:35	20250625		0000000000	000000
P100	1910	A00A0207200	#YWE-SR350-AJ0(C)	10132461	ZP10	B82	50	50	50	0	2025/07/10 15:01	20250707		0000000000	000000
P100	1120	P0A471402	IK-4714S02  DC200V,300V	50119950	ZP11	PC1	5	5	5	0	2025/07/10 15:07	20250717		0000000000	000000
P100	1120	970407070	DIMCOM No.16570     RoHS	50119910	ZP11	PC1	1	1	1	0	2025/07/10 15:08	20250717		0000000000	000000
P100	1910	A00A2006200	UG1-2050FT3 ｽﾗｲﾄﾞ金具付	10132846	ZP10	B10	1	1	1	0	2025/07/10 15:11	20250704		0000000000	000000
P100	1911	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10131639	ZP10	B10	10	10	10	0	2025/07/10 15:12	20250711		0000000000	000000
P100	1911	A00A2134700	SFST15SG 修理部材	40164849	ZPS2	C51	-1	1	1	-2	2025/07/10 15:12	20250715	I-0344429-10	 	 
P100	1911	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10131638	ZP10	B10	10	10	10	0	2025/07/10 15:12	20250711		0000000000	000000
P100	1911	A00A2097000	PC-CM400DU12NFH-4P予備	40161653	ZPS2	CX9	-1	1	1	-2	2025/07/10 15:15	20250711	G-0337569-10	 	 
P100	1120	P00A0734701	IK-7347 A S01 DCV,DCI検出	50119875	ZP11	PC1	3	3	3	0	2025/07/10 15:51	20250710		0000000000	000000
P100	1120	P00A0795101	IK-7951 U01 制御PCB	50120002	ZP11	PC1	1	1	1	0	2025/07/10 15:51	20250718		0000000000	000000
P100	1120	P0A544900	WK-5449C    CONTROL PCB	50118075	ZP11	PC1	152	102	152	0	2025/07/10 16:44	20250613		0000000000	000000
P100	1120	P00A0796501	IK-7965 S01 CN 16-16-16	50119948	ZP11	PC1	12	12	12	0	2025/07/10 16:55	20250717		0000000000	000000
P100	1120	P0A546000	WK-5460    GATE PCB	50120153	ZP11	PC1	16	16	16	0	2025/07/11 11:58	20250716		0000000000	000000
P100	1120	971030135	GK-1093B  ｹ-ｽｲﾘ	50119760	ZP11	PC1	8	8	8	0	2025/07/11 12:04	20250703		0000000000	000000
P100	1120	97K109320	GK-1093BS20  OCR RA1A9211	50119903	ZP11	PC1	1	1	1	0	2025/07/11 12:05	20250711		0000000000	000000
P100	1911	A00A2038400	FC-6K-20-S3-03 G1J-OMT3	40161812	ZPS2	B10	-4	1	3	-7	2025/07/11 12:48	20250718	I-0337846-20	 	 
P100	1213	J00A3330600	取付金具	10133215	ZP10	CC0	6	6	6	0	2025/07/11 13:39	20250709		0000000000	000000
P100	1120	P00A0736300	GK-7363  PCB	50119155	ZP11	PC1	10	8	10	0	2025/07/11 14:08	20250529		0000000000	000000
P100	1911	A00A2035800	KTA4W2-18.5-10KCT6 ±0°	40159826	ZPS2	C17	-2	2	2	-4	2025/07/11 14:11	20250711	G-0332765-20	 	 
P100	1911	A00A2022700	SLTKS25X4-200MSP 更埴IC	40156459	ZPS2	CG1	-1	1	1	-2	2025/07/11 14:12	20250715	C-0326907-10	 	 
P100	1911	A00A2021400	SLTKS25X2-200MSP 東寺尾	40156447	ZPS2	CG1	-1	1	1	-2	2025/07/11 14:12	20250710	C-0326894-10	 	 
P100	1911	A00A2035700	KTA4W2-18.5-10KCT5 -15°	40159825	ZPS2	C17	-1	1	1	-2	2025/07/11 14:12	20250711	G-0332765-10	 	 
P100	1911	A00A2021600	SLTKS25X2-200MSP 柏原BS	40156449	ZPS2	CG1	-1	1	1	-2	2025/07/11 14:13	20250715	C-0326896-10	 	 
P100	1120	P00A0720200	WK-7202  RELAY I/F1	50119914	ZP11	PC1	13	13	13	0	2025/07/11 14:46	20250717		0000000000	000000
P100	1911	A00A0600101	SAC-I	10132277	ZP10	B10	10	10	10	0	2025/07/11 15:08	20250711		0000000000	000000
P100	1120	PZZA0532025	IK-5320 U25 SENSOR.PCB	50119929	ZP11	PC1	8	8	8	0	2025/07/11 15:10	20250703		0000000000	000000
P100	1120	PZZA05320C4	IK-5320A UC4 SENSOR.PCB	50119733	ZP11	PC1	3	3	3	0	2025/07/11 15:11	20250619		0000000000	000000
P100	1120	PZZA05320G6	IK-5320A UG6 SENSOR.PCB	50119768	ZP11	PC1	2	2	2	0	2025/07/11 15:11	20250626		0000000000	000000
P100	1120	PZZA05320C5	IK-5320A UC5 SENSOR.PCB	50119734	ZP11	PC1	3	3	3	0	2025/07/11 15:11	20250619		0000000000	000000
P100	1120	PZZA0532025	IK-5320 U25 SENSOR.PCB	50119767	ZP11	PC1	2	2	2	0	2025/07/11 15:12	20250626		0000000000	000000
P100	1122	P0A238200	WK-2382   WK-2381B    SUB	50119741	ZP11	PC1	6	6	6	0	2025/07/11 15:32	20250619		0000000000	000000
P100	1120	970112530	MK-1253A	50119862	ZP11	PC1	1	1	1	0	2025/07/11 15:34	20250710		0000000000	000000
P100	1120	P0A544822	WK-5448B U22 TH PANEL (J)	50119723	ZP11	PC1	4	4	4	0	2025/07/11 15:38	20250630		0000000000	000000
P100	1210	E00A2087003	出力端子(-)	10133498	ZP10	CF0	1	1	1	0	2025/07/11 16:11	20250714		0000000000	000000
P100	1120	P0A585802	WK-5858A U02  GATE SR350	50119336	ZP11	PC1	201	201	201	0	2025/07/11 16:56	20250623		0000000000	000000
P100	1120	P0A549300	WK-5493E     MAIN PCB C	50119349	ZP11	PC5	110	56	56	54	2025/07/14 09:36	20250730		0000000000	000000
P100	1120	P00A0727002	MK-7270C U02 ﾙｯｸｽ(00) Ro	50120141	ZP11	PC2	49	10	10	39	2025/07/14 11:08	20250724		0000000000	000000
P100	1120	P0A537200	IK-5372  RS485 DRIVE PCB	50119927	ZP11	PC1	20	20	20	0	2025/07/14 11:30	20250703		0000000000	000000
P100		P00A0716044	IK-7160C U44 CAS300M12BM2	50120162	ZP11	PC2	1	1	1	0	2025/07/14 12:07	20250714		0000000000	000000
P100	1120	PZYA1650100	DIMCOM 16501C     RoHS	50118360	ZP11	PC1	3	3	3	0	2025/07/14 13:28	20250801		0000000000	000000
P100	1120	P00A0737201	IK-7372 S01	50119946	ZP11	PC1	24	24	24	0	2025/07/14 13:48	20250717		0000000000	000000
P100	1120	971030127	GK-956C    ｹ-ｽｲﾘ(F)	50119554	ZP11	PC1	10	10	10	0	2025/07/14 13:58	20250630		0000000000	000000
P100	1120	P00A0736908	IK-7369 U08 GATE PCB	50119728	ZP11	PC1	3	3	3	0	2025/07/14 14:15	20250618		0000000000	000000
P100	1120	P00A0736909	IK-7369 U09 GATE PCB	50119729	ZP11	PC1	4	4	4	0	2025/07/14 14:16	20250618		0000000000	000000
P100	1120	P00A0736907	IK-7369 U07 GATE PCB	50119727	ZP11	PC1	3	3	3	0	2025/07/14 14:16	20250618		0000000000	000000
P100	1122	P0A551201	CK-5512U01 E-CAP(06.2 JH)	50119827	ZP11	PC1	2	2	2	0	2025/07/14 15:13	20250703		0000000000	000000
P100	1120	PZYA1655100	DIMCOM 16551      RoHS	50119911	ZP11	PC1	1	1	1	0	2025/07/14 15:14	20250717		0000000000	000000
P100	1120	P0A381301	GK-3813A S01 ISOAMP RFDDC	50119851	ZP11	PC1	30	30	30	0	2025/07/14 15:29	20250703		0000000000	000000
P100	1120	P0A506301	IK-5063S01 IGBT GATE(6ｿｼ)	50120101	ZP11	PC1	1	1	1	0	2025/07/14 15:54	20250717		0000000000	000000
P100	1120	PZZA0550202	WK-5502A U02  REACH	50119860	ZP11	PC1	18	18	18	0	2025/07/14 16:05	20250710		0000000000	000000
P100	1120	PZZA0259604	WK-2596A U04  REACH	50119858	ZP11	PC1	16	16	16	0	2025/07/14 16:05	20250710		0000000000	000000
P100	1122	PZZA0602702	FK-6027 S02 uPC812C SOP	50120073	ZP11	PC1	50	50	50	0	2025/07/14 16:14	20250731		0000000000	000000
P100	1120	P00A0734410	IK-7344B U10	50119874	ZP11	PC1	1	1	1	0	2025/07/14 16:29	20250710		0000000000	000000
P100	1120	P00A0782300	GK-7823A	50119879	ZP11	PC1	1	1	1	0	2025/07/14 16:30	20250710		0000000000	000000
P100	1910	A7A044500	TDK ﾖｳ HFPCB(WK3429 Rﾂｷ)	10132760	ZP10	B58	1	1	1	0	2025/07/14 16:33	20250715		0000000000	000000
P100	1910	P0A464806	GK-4648AS06 0-60MV/4-20MA	R339933B	ZP13	B70	2	2	2	0	2025/07/14 16:33	20250718		0000000000	000000
P100	1910	97K129000	MK-1290	R342897	ZP13	B70	2	2	2	0	2025/07/14 16:33	20250722		0000000000	000000
P100	1911	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10132311	ZP10	B10	10	10	10	0	2025/07/14 16:34	20250714		0000000000	000000
P100	1911	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10132310	ZP10	B10	10	10	10	0	2025/07/14 16:34	20250714		0000000000	000000
P100	1911	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10132313	ZP10	B10	10	10	10	0	2025/07/14 16:34	20250715		0000000000	000000
P100	1911	A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10132312	ZP10	B10	10	10	10	0	2025/07/14 16:34	20250715		0000000000	000000
P100	1911	A00A1251100	#MRS-15020Y7T	40163869	ZPS2	B82	-1	1	1	-2	2025/07/14 16:57	20250725	M-0342007-10	 	 
P100	1210	E00B0536100	ヒートシンク 75919*280	10133304	ZP10	CE0	15	15	15	0	2025/07/15 09:44	20250717		0000000000	000000
P100	1210	E00B0595600	2次ヒートシンク	10133278	ZP10	CE0	3	3	3	0	2025/07/15 09:45	20250708		0000000000	000000
P100	1210	E0C231500	ﾋｰﾄｼﾝｸ2ｼﾞｶｺｳ	10133235	ZP10	CE0	4	4	4	0	2025/07/15 09:46	20250715		0000000000	000000
P100	1210	E0C231500	ﾋｰﾄｼﾝｸ2ｼﾞｶｺｳ	10133197	ZP10	CE0	33	33	33	0	2025/07/15 09:47	20250715		0000000000	000000
P100	1210	EEA626900	ﾋｰﾄｼﾝｸ3	10132954	ZP10	CE0	10	10	10	0	2025/07/15 09:50	20250710		0000000000	000000
P100	1210	E2B259700	ﾋｰﾄｼﾝｸ1	10132953	ZP10	CE0	10	10	10	0	2025/07/15 09:51	20250710		0000000000	000000
P100	1210	E00B0726500	ヒートシンク2	10132952	ZP10	CE0	10	10	10	0	2025/07/15 09:52	20250710		0000000000	000000
P100	1911	A00A2085100	ｻｲﾘｽﾀｽﾀｯｸ(予備)	40161146	ZPS2	C51	-1	1	1	-2	2025/07/15 09:53	20250717	M-0335925-30	 	 
P100	1210	E0C231400	ﾋｰﾄｼﾝｸ2ｼﾞｶｺｳ	10132951	ZP10	CE0	25	25	25	0	2025/07/15 09:53	20250714		0000000000	000000
P100	1911	A00A2127100	電線加熱電源DDC予備品	40164339	ZPS2	C51	-1	1	1	-2	2025/07/15 09:54	20250724	G-0342897-10	 	 
P100	1120	P00A0727002	MK-7270C U02 ﾙｯｸｽ(00) Ro	50120141	ZP11	PC2	49	39	49	0	2025/07/15 09:54	20250724		0000000000	000000
P100	1210	E1B767800	FIN 75919*25	10132884	ZP10	CE0	8	8	8	0	2025/07/15 09:54	20250717		0000000000	000000
P100	1911	A00A2092000	SCA4W7-55/45-4550/1KP予備	40161549	ZPS2	C51	-1	1	1	-2	2025/07/15 09:55	20250725	G-0337162-10	 	 
P100	1911	A00A1962600	MRT-15010C        STD	10132554	ZP10	B10	10	10	10	0	2025/07/15 12:49	20250710		0000000000	000000
P100	1911	A00A1948700	TDK120A DCS金具ASSY	40164397	ZPS2	B58	-3	3	3	-6	2025/07/15 12:49	20250725	W-0343038-10	 	 
P100	1120	P00A0749800	MK-7498A DC CUP(RoHS)	50118995	ZP11	PC1	24	24	24	0	2025/07/15 14:00	20250630		0000000000	000000
P100	1120	P0A474101	IK-4741 S01 DIODE	50119951	ZP11	PC1	24	24	24	0	2025/07/15 14:02	20250717		0000000000	000000
P100	1120	P0A435600	CK-4356      ﾋｮｳｼﾞｭﾝ	50119917	ZP11	PC1	2	2	2	0	2025/07/15 14:32	20250717		0000000000	000000
P100	1910	P0A464812	GK-4648AS12   0-10V/0-10V	R339933C	ZP13	B70	2	2	2	0	2025/07/15 15:28	20250718		0000000000	000000
P100	1911	A00A2038400	FC-6K-20-S3-03 G1J-OMT3	40161812	ZPS2	B10	-4	1	4	-8	2025/07/15 15:29	20250718	I-0337846-20	 	 
P100	1911	A00A2120700	MFLP横浜新子安 BPV用部材	40163831	ZPS2	C51	-1	1	1	-2	2025/07/15 15:30	20250729	I-0341915-10	 	 
P100	1210	U0A860900	SSA500-UNITﾌﾞﾘｯｼﾞ2P Fﾅｼ	10132839	ZP10	CX9	1	1	1	0	2025/07/15 15:30	20250729		0000000000	000000
P100	1120	P00A0745200	WK-7452  PANEL REACH	50119857	ZP11	PC1	15	15	15	0	2025/07/15 15:40	20250710		0000000000	000000
P100	1911	A00A2094300	SKS150-300MSE　改造部材	40165069	ZPS2	C51	-1	1	1	-2	2025/07/15 15:42	20250729	C-0344983-10	 	 
P100	1120	P0A549300	WK-5493E     MAIN PCB C	50119349	ZP11	PC5	110	54	110	0	2025/07/15 16:39	20250730		0000000000	000000
P100	1120	P0A549300	WK-5493E     MAIN PCB C	50120019	ZP11	PC5	5	5	5	0	2025/07/15 16:40	20250729		0000000000	000000
P100	1120	P0A554808	WK-5548D U08 SR350DDCROHS	50119421	ZP11	PC1	110	110	110	0	2025/07/15 16:42	20250610		0000000000	000000
P100	1210	J00A4622200	LCDｹｰｽ金具構成表	10133221	ZP10	CC0	10	10	10	0	2025/07/15 16:54	20250711		0000000000	000000
P100	1210	J00A4622200	LCDｹｰｽ金具構成表	10133292	ZP10	CC0	15	15	15	0	2025/07/15 16:59	20250724		0000000000	000000
P100	1911	A00A1245100	HKD-RE PANEL	10132942	ZP10	B55	10	10	10	0	2025/07/16 10:17	20250715		0000000000	000000
P100	1210	J00B1649900	ｹｰｽ/DDC UNIT/部品取付板	10133405	ZP10	CC0	13	13	13	0	2025/07/16 11:21	20250723		0000000000	000000
P100	1210	J00B1649900	ｹｰｽ/DDC UNIT/部品取付板	10133393	ZP10	CC0	2	2	2	0	2025/07/16 11:22	20250710		0000000000	000000
P100	1210	J00A5980400	ｹｰｽ/DDC UNIT/ｶﾊﾞｰ	10133404	ZP10	CC0	13	13	13	0	2025/07/16 11:24	20250723		0000000000	000000
P100	1210	J00A5980400	ｹｰｽ/DDC UNIT/ｶﾊﾞｰ	10133392	ZP10	CC0	2	2	2	0	2025/07/16 11:25	20250710		0000000000	000000
P100	1210	J00A0071300	ﾌﾞｽﾊﾞｰ振止め金具 W=100	10133481	ZP10	CC0	200	200	200	0	2025/07/16 11:27	20250702		0000000000	000000
P100	1120	PZZA0604906	MK-6049  U06 IGBT GATE	50119863	ZP11	PC1	12	12	12	0	2025/07/16 11:36	20250710		0000000000	000000
P100	1210	F3A054801	FCH   ROHS	10132742	ZP10	BB0	15	15	15	0	2025/07/16 12:02	20250717		0000000000	000000
P100	1210	F3A483200	FCH10V3000A	10132821	ZP10	BB0	10	10	10	0	2025/07/16 12:02	20250711		0000000000	000000
P100	1210	F3A063600	ﾏｷｾﾝﾋﾖｳ MT	10132880	ZP10	BB0	8	8	8	0	2025/07/16 12:02	20250718		0000000000	000000
P100	1210	F00A0071200	F00A0071200 ﾄﾗﾝｽ購入仕様	10133016	ZP10	BB0	20	20	20	0	2025/07/16 12:02	20250702		0000000000	000000
P100	1210	F00A0397000	MT (80V 300A)	10132772	ZP10	BB0	12	12	12	0	2025/07/16 12:02	20250716		0000000000	000000
P100	1210	F2A301700	FCH	10132882	ZP10	BB0	8	8	8	0	2025/07/16 12:03	20250718		0000000000	000000
P100	1210	F0A491700	WMTR	10133182	ZP10	BB0	5	5	5	0	2025/07/16 12:03	20250723		0000000000	000000
P100	1210	E2B262600	ヒートシンク	10133400	ZP10	CE0	20	20	20	0	2025/07/16 12:08	20250715		0000000000	000000
P100	1210	E2B262600	ヒートシンク	10133346	ZP10	CE0	30	30	30	0	2025/07/16 12:11	20250715		0000000000	000000
P100	1210	E00C0067900	ﾋｰﾄｼﾝｸ2次加工	10133355	ZP10	CE0	20	20	20	0	2025/07/16 12:15	20250715		0000000000	000000
P100	1210	E6A726900	FIN 40FB*240	10133211	ZP10	CE0	10	10	10	0	2025/07/16 12:17	20250710		0000000000	000000
P100	1210	64029240800	KTA2F2-80-300VCT1補助ﾊｰﾈｽ	10133198	ZP10	CD0	5	5	5	0	2025/07/16 13:13	20250723		0000000000	000000
P100	1210	64029240900	80V-300A T1(UNIT)補助ﾊｰﾈｽ	10133174	ZP10	CD0	5	5	5	0	2025/07/16 13:13	20250716		0000000000	000000
P100	1120	P00A0743600	IK-7436B 制御電源基板	50119876	ZP11	PC1	30	30	30	0	2025/07/16 13:20	20250710		0000000000	000000
P100	1120	P00A0748800	MK-7488,89 RC PAIR(RoHS)	50119666	ZP11	PC1	12	12	12	0	2025/07/16 14:11	20250716		0000000000	000000
P100	1120	PZZA0230805	IK-2308A U05 LED DISPLAY	50119954	ZP11	PC1	2	2	2	0	2025/07/16 14:20	20250717		0000000000	000000
P100	1120	P0A365900	LK-3659  3ｿ4W ACV2 ZNR	50119916	ZP11	PC1	6	6	6	0	2025/07/16 14:21	20250820		0000000000	000000
P100	1120	PZZA01280F8	GK-1280B UF8	50119953	ZP11	PC1	1	1	1	0	2025/07/16 14:35	20250731		0000000000	000000
P100	1120	97K150704	UK-1507B S04	50119852	ZP11	PC1	4	4	4	0	2025/07/16 15:15	20250723		0000000000	000000
P100	1120	P00A0775800	WK-7758 MRT MOTHER	50119864	ZP11	PC1	2	2	2	0	2025/07/16 15:15	20250710		0000000000	000000
P100	1120	P00A0734700	IK-7347 A  DCV,DCI検出PCB	50119945	ZP11	PC1	10	10	10	0	2025/07/16 15:49	20250717		0000000000	000000
P100	1120	P0A461002	GK-4610S02 FWD SNUBBER	50119716	ZP11	PC1	6	6	6	0	2025/07/16 16:22	20250716		0000000000	000000
P100	1120	PZZA0440926	IK-4409C U26 INV/CONT	50119893	ZP11	PC1	1	1	1	0	2025/07/16 16:23	20250710		0000000000	000000
P100	1120	P0A279008	EK-2790  S08 SNUB	50119949	ZP11	PC1	6	6	6	0	2025/07/16 16:23	20250717		0000000000	000000
P100	1911	A00A0207100	#YWE-SR350-AJ0(A)	10131828	ZP10	B82	50	50	50	0	2025/07/16 16:42	20250722		0000000000	000000
P100	1120	P0A466123	IK-4661B U23 RF 48V	50119608	ZP11	PC1	8	8	8	0	2025/07/16 16:45	20250613		0000000000	000000
P100	1120	P0A365901	LK-3659  S01 3ｿ3WACV2 ZNR	50119915	ZP11	PC4	18	18	18	0	2025/07/16 16:50	20250730		0000000000	000000
P100	1120	P00A0720200	WK-7202  RELAY I/F1	50119671	ZP11	PC1	13	13	13	0	2025/07/16 16:51	20250718		0000000000	000000
P100	1120	P0A279007	EK-2790  S07 SNUB	50120050	ZP11	PC5	18	18	18	0	2025/07/16 16:51	20250729		0000000000	000000
P100	1120	P00A0728900	WK-7289A ENCODER RoHS	50120017	ZP11	PC5	27	27	27	0	2025/07/16 16:51	20250730		0000000000	000000
P100	1120	P0A555100	WK-5551A     CONNECTER	50120018	ZP11	PC5	12	12	12	0	2025/07/16 16:51	20250729		0000000000	000000
P100	1120	P0A555100	WK-5551A     CONNECTER	50119908	ZP11	PC5	6	6	6	0	2025/07/16 16:52	20250730		0000000000	000000
P100	1122	P0A551200	CK-5512    E-CAP  PCB	50119757	ZP11	PC1	2	2	2	0	2025/07/17 09:46	20250708		0000000000	000000
